qualifyId	driverId	number	position
1664	23	10	9
1665	71	9	10
1666	25	6	11
1667	55	14	12
1668	68	20	13
1669	22	18	14
1670	15	12	15
1671	63	17	16
1672	74	23	17
1673	76	19	18
1674	73	20	19
1675	64	16	20
1676	44	14	21
1677	75	22	22
1678	57	8	1
1679	14	7	2
1680	49	2	3
1681	30	3	4
1682	25	6	5
1683	56	4	6
1684	21	5	7
1685	23	10	8
1686	44	14	9
1687	35	1	10
1688	71	9	11
1689	15	12	12
1690	22	18	13
1691	65	15	14
1692	55	14	15
1693	76	19	16
1694	68	21	17
1695	75	22	18
1696	74	23	19
1697	63	17	20
1698	73	20	21
1699	64	16	22
1700	14	7	1
1701	30	3	2
1702	57	8	3
1703	56	4	4
1704	23	10	5
1705	49	2	6
1706	35	1	7
1707	25	6	8
1708	71	9	9
1709	21	5	10
1710	55	14	11
1711	65	15	12
1712	68	18	13
1713	22	18	14
1714	44	11	15
1715	15	12	16
1716	63	17	17
1717	64	16	18
1718	75	22	19
1719	74	23	20
1720	73	20	21
1721	76	19	22
1722	57	8	1
1723	30	3	2
1724	35	1	3
1725	14	7	4
1726	56	4	5
1727	49	2	6
1728	71	9	7
1729	55	14	8
1730	65	15	9
1731	21	5	10
1732	25	6	11
1733	64	16	12
1734	63	17	13
1735	15	12	14
1736	50	19	15
1737	22	18	16
1738	68	21	17
1739	74	23	18
1740	75	22	19
1741	73	20	20
1742	23	9	21
1743	44	11	22
1744	21	5	1
1745	55	14	2
1746	57	8	3
1747	30	3	4
1748	22	18	5
1749	63	17	6
1750	49	2	7
1751	56	4	8
1752	23	10	9
1753	44	11	10
1754	35	1	11
1755	50	19	12
1756	64	16	13
1757	14	7	14
1758	71	9	15
1759	15	12	16
1760	25	6	17
1761	65	15	18
1762	74	23	19
1763	68	21	20
1764	75	22	21
1765	73	20	22
1766	57	8	1
1767	14	7	2
1768	35	1	3
1769	23	10	4
1770	71	9	5
1771	56	4	6
1772	25	6	7
1773	21	5	8
1774	30	3	9
1775	49	2	10
1776	55	14	11
1777	65	15	12
1778	22	16	13
1779	15	12	14
1780	68	21	15
1781	44	11	16
1782	63	17	17
1783	64	16	18
1784	50	19	19
1785	75	22	20
1786	74	23	21
1787	57	8	1
1788	14	7	2
1789	71	9	3
1790	30	3	4
1791	56	4	5
1792	35	1	6
1793	21	5	7
1794	23	10	8
1795	49	2	9
1796	55	14	10
1797	25	6	11
1798	65	15	12
1799	15	12	13
1800	22	18	14
1801	44	11	15
1802	64	16	16
1803	50	19	17
1804	63	17	18
1805	68	21	19
1806	73	20	20
1807	75	22	21
1808	74	23	22
1809	35	3	1
1810	49	4	2
1811	30	5	3
1812	14	10	4
1813	56	6	5
1814	57	9	6
1815	65	16	7
1816	55	7	8
1817	44	14	9
1818	77	8	10
1819	22	22	11
1820	23	11	12
1821	78	17	13
1822	21	12	14
1823	79	20	15
1824	75	15	16
1825	15	21	17
1826	63	19	18
1827	76	23	19
1828	71	1	20
1829	50	18	21
1830	64	2	22
1831	35	3	1
1832	30	5	2
1833	77	8	3
1834	57	9	4
1835	44	14	5
1836	55	7	6
1837	21	12	7
1838	49	4	8
1839	71	1	9
1840	23	11	10
1841	22	22	11
1842	14	10	12
1843	65	16	13
1844	56	6	14
1845	75	15	15
1846	64	2	16
1847	15	21	17
1848	79	20	18
1849	78	17	19
1850	76	23	20
1851	50	18	21
1852	63	19	22
1853	35	3	1
1854	49	4	2
1855	44	14	3
1856	30	5	4
1857	22	22	5
1858	23	11	6
1859	56	6	7
1860	65	16	8
1861	21	12	9
1862	14	10	10
1863	55	7	11
1864	77	8	12
1865	71	1	13
1866	78	17	14
1867	76	23	15
1868	50	18	16
1869	57	9	17
1870	15	21	18
1871	63	19	19
1872	75	15	20
1873	79	20	21
1874	64	2	22
1875	35	3	1
1876	49	4	2
1877	30	5	3
1878	44	14	4
1879	23	11	5
1880	21	12	6
1881	65	16	7
1882	57	9	8
1883	56	6	9
1884	14	10	10
1885	77	8	11
1886	78	17	12
1887	22	22	13
1888	55	7	14
1889	71	1	15
1890	76	23	16
1891	64	2	17
1892	75	15	18
1893	63	19	19
1894	15	21	20
1895	50	18	21
1896	79	20	22
1897	49	4	1
1898	30	5	2
1899	35	3	3
1900	21	12	4
1901	14	10	5
1902	23	11	6
1903	65	16	7
1904	57	9	8
1905	55	7	9
1906	22	22	10
1907	78	17	11
1908	44	14	12
1909	71	1	13
1910	63	18	14
1911	56	6	15
1912	64	2	16
1913	77	8	17
1914	15	21	18
1915	76	23	19
1916	79	20	20
1917	75	15	21
1918	50	19	22
1919	35	3	1
1920	49	4	2
1921	14	10	3
1922	55	7	4
1923	57	10	5
1924	77	8	6
1925	30	5	7
1926	21	12	8
1927	23	11	9
1928	65	16	10
1929	56	6	11
1930	44	14	12
1931	81	17	13
1932	63	18	14
1933	71	1	15
1934	75	15	16
1935	22	22	17
1936	15	21	18
1937	50	19	19
1938	79	20	20
1939	64	2	21
1940	76	23	22
1941	30	5	1
1942	35	3	2
1943	22	22	3
1944	49	4	4
1945	14	10	5
1946	21	12	6
1947	23	11	7
1948	55	7	8
1949	57	9	9
1950	44	14	10
1951	25	8	11
1952	56	6	12
1953	65	16	13
1954	50	19	14
1955	71	1	15
1956	64	2	16
1957	63	18	17
1958	81	17	18
1959	75	15	19
1960	15	21	20
1961	76	23	21
1962	79	20	22
1963	30	5	1
1964	49	4	2
1965	23	11	3
1966	35	3	4
1967	56	6	5
1968	15	14	6
1969	25	8	7
1970	55	7	8
1971	14	10	9
1972	57	9	10
1973	21	12	11
1974	22	22	12
1975	75	15	13
1976	65	16	14
1977	76	23	15
1978	64	2	16
1979	71	1	17
1980	50	19	18
1981	63	18	19
1982	82	17	20
1983	79	20	21
1984	58	21	22
1985	35	3	1
1986	49	4	2
1987	57	9	3
1988	30	5	4
1989	23	11	5
1990	14	10	6
1991	56	6	7
1992	25	8	8
1993	65	16	9
1994	21	12	10
1995	55	17	11
1996	71	1	12
1997	15	14	13
1998	75	15	14
1999	76	23	15
2000	64	2	16
2001	63	19	17
2002	79	20	18
2003	50	18	19
2004	58	21	20
2005	22	22	21
2006	82	17	22
2007	77	8	1
2008	21	12	2
2009	57	9	3
2010	30	5	4
2011	49	4	5
2012	55	7	6
2013	23	11	7
2014	14	10	8
2015	35	3	9
2016	56	6	10
2017	15	14	11
2018	22	22	12
2019	71	1	13
2020	65	16	14
2021	76	23	15
2022	64	2	16
2023	75	15	17
2024	82	17	18
2025	63	18	19
2026	50	19	20
2027	58	21	21
2028	79	20	22
2029	35	6	1
2030	71	5	2
2031	56	2	3
2032	30	1	4
2033	57	7	5
2034	55	3	6
2035	77	4	7
2036	22	11	8
2037	49	15	9
2038	63	19	10
2039	44	9	11
2040	50	17	12
2041	14	8	13
2042	65	14	14
2043	79	18	15
2044	21	21	16
2045	83	20	17
2046	73	16	18
2047	84	12	19
2048	64	10	20
2049	71	5	1
2050	22	11	2
2051	35	6	3
2052	30	1	4
2053	55	3	5
2054	84	12	6
2055	57	7	7
2056	77	4	8
2057	49	15	9
2058	56	2	10
2059	63	19	11
2060	65	14	12
2061	50	17	13
2062	14	8	14
2063	44	9	15
2064	79	18	16
2065	73	16	17
2066	83	20	18
2067	69	22	19
2068	85	23	20
2069	58	21	21
2070	64	10	22
2071	71	5	1
2072	30	1	2
2073	35	6	3
2074	55	3	4
2075	77	4	5
2076	22	11	6
2077	50	17	7
2078	57	7	8
2079	14	8	9
2080	56	2	10
2081	49	15	11
2082	44	9	12
2083	79	18	13
2084	58	21	14
2085	84	12	15
2086	63	19	16
2087	65	14	17
2088	64	10	18
2089	83	20	19
2090	73	16	20
2091	69	22	21
2092	85	23	22
2093	71	5	1
2094	35	6	2
2095	30	1	3
2096	55	3	4
2097	22	11	5
2098	14	8	6
2099	56	2	7
2100	77	4	8
2101	57	7	9
2102	49	15	10
2103	84	12	11
2104	65	14	12
2105	50	17	13
2106	63	19	14
2107	44	9	15
2108	79	18	16
2109	64	10	17
2110	21	21	18
2111	83	20	19
2112	73	16	20
2113	30	1	1
2114	71	5	2
2115	35	6	3
2116	14	8	4
2117	55	3	5
2118	56	2	6
2119	77	4	7
2120	63	19	8
2121	22	11	9
2122	49	15	10
2123	57	7	11
2125	44	9	13
2126	50	17	14
2127	65	14	15
2128	79	18	16
2129	64	10	17
2130	83	20	18
2131	21	21	19
2132	73	16	20
2133	69	22	21
2134	30	1	1
2135	71	5	2
2136	55	3	3
2137	77	4	4
2138	14	8	5
2139	22	11	6
2140	56	2	7
2141	57	7	8
2142	49	15	9
2143	35	6	10
2144	63	19	11
2145	50	17	12
2146	65	14	13
2147	44	9	14
2148	79	18	15
2149	84	12	16
2150	64	10	17
2151	21	21	18
2152	83	20	19
2153	73	16	20
2154	69	22	21
2155	85	23	22
2156	71	5	1
2157	35	6	2
2158	30	1	3
2159	55	3	4
2160	77	4	5
2161	56	2	6
2162	22	11	7
2163	44	9	8
2164	65	14	9
2165	57	7	10
2166	49	15	11
2167	63	19	12
2168	50	17	13
2169	14	8	14
2170	84	12	15
2171	79	18	16
2172	64	10	17
2173	83	20	18
2174	21	21	19
2175	73	16	20
2176	71	5	1
2177	30	1	2
2178	14	6	3
2179	65	2	4
2180	77	28	5
2181	55	27	6
2182	57	8	7
2183	56	15	8
2184	87	7	9
2185	44	26	10
2186	79	3	11
2187	63	4	12
2188	81	9	13
2189	49	30	14
2190	88	25	15
2191	22	14	16
2192	94	23	17
2193	69	24	18
2194	91	29	19
2195	92	16	20
2196	89	10	21
2197	85	17	22
2198	90	22	23
2199	50	12	24
2200	64	21	25
2201	93	11	26
2202	14	6	1
2203	71	5	2
2204	30	1	3
2205	56	15	4
2206	57	8	5
2207	55	27	6
2208	63	4	7
2209	77	28	8
2210	49	30	9
2211	22	14	10
2212	65	6	11
2213	81	9	12
2214	69	24	13
2215	50	12	14
2216	79	3	15
2217	94	23	16
2218	87	7	17
2219	44	26	18
2220	88	25	19
2221	93	11	20
2222	91	29	21
2223	85	17	22
2224	92	16	23
2225	90	22	24
2226	64	21	25
2227	89	10	26
2228	30	1	1
2229	77	28	2
2230	14	6	3
2231	71	5	4
2232	55	27	5
2233	57	8	6
2234	56	15	7
2235	65	6	8
2236	95	7	9
2237	22	14	10
2238	81	9	11
2239	44	26	12
2240	63	4	13
2241	49	30	14
2242	79	3	15
2243	88	25	16
2244	50	12	17
2245	94	23	18
2246	89	10	19
2247	69	24	20
2248	91	29	21
2249	92	16	22
2250	93	11	23
2251	85	17	24
2252	90	22	25
2253	64	21	26
2254	30	1	1
2255	55	27	2
2256	77	28	3
2257	14	6	4
2258	71	5	5
2259	56	15	6
2260	65	2	7
2261	22	14	8
2262	57	8	9
2263	95	7	10
2264	84	25	11
2265	49	30	12
2266	63	4	13
2267	81	9	14
2268	44	26	15
2269	50	12	16
2270	79	3	17
2271	89	10	18
2272	94	23	19
2273	91	29	20
2274	69	24	21
2275	93	11	22
2276	85	17	23
2277	92	16	24
2278	90	22	25
2279	64	21	26
2280	71	5	1
2281	30	1	2
2282	14	6	3
2283	77	28	4
2284	55	27	5
2285	57	8	6
2286	65	2	7
2287	84	26	8
2288	56	15	9
2289	87	7	10
2290	22	14	11
2291	44	26	12
2292	81	9	13
2293	49	30	14
2294	79	3	15
2295	69	24	16
2296	63	4	17
2297	94	23	18
2298	96	29	19
2299	93	11	20
2300	92	16	21
2301	64	21	22
2302	50	12	23
2303	90	22	24
2304	85	17	25
2305	89	10	26
2306	30	1	1
2307	71	5	2
2308	14	6	3
2309	77	28	4
2310	55	27	5
2311	65	2	6
2312	57	8	7
2313	56	15	8
2314	22	14	9
2315	87	7	10
2316	44	26	11
2317	49	30	12
2318	81	9	13
2319	84	25	14
2320	63	4	15
2321	79	3	16
2322	94	23	17
2323	96	29	18
2324	69	24	19
2325	92	16	20
2326	85	17	21
2327	89	10	22
2328	90	22	23
2329	64	21	24
2330	71	5	1
2331	30	1	2
2332	14	6	3
2333	55	27	4
2334	22	14	5
2335	44	26	6
2336	77	28	7
2337	57	8	8
2338	84	25	9
2339	65	2	10
2340	56	15	11
2341	49	30	12
2342	87	7	13
2343	63	4	14
2344	96	29	15
2345	81	9	16
2346	69	24	17
2347	89	10	18
2348	79	3	19
2349	94	23	20
2350	85	17	21
2351	92	16	22
2352	64	21	23
2353	90	22	24
2354	71	5	1
2355	30	1	2
2356	14	6	3
2357	77	28	4
2358	65	2	5
2359	55	27	6
2360	56	15	7
2361	57	8	8
2362	22	14	9
2363	87	7	10
2364	84	25	11
2365	49	30	12
2366	44	26	13
2367	79	3	14
2368	94	23	15
2369	96	29	16
2370	97	9	17
2371	69	24	18
2372	89	10	19
2373	64	21	20
2374	92	16	21
2375	90	22	22
2376	63	3	23
2377	85	17	24
2378	71	5	1
2379	30	1	2
2380	14	6	3
2381	77	28	4
2382	22	14	5
2383	56	15	6
2384	57	8	7
2385	87	7	8
2386	65	2	9
2387	55	27	10
2388	49	30	11
2389	44	26	12
2390	63	4	13
2391	96	29	14
2392	97	9	15
2393	69	24	16
2394	79	3	17
2395	88	25	18
2396	89	10	19
2397	94	23	20
2398	64	21	21
2399	90	22	22
2400	85	17	23
2401	86	16	24
2402	71	5	1
2403	14	6	2
2404	30	1	3
2405	77	28	4
2406	57	8	5
2407	55	27	6
2408	56	15	7
2409	84	25	8
2410	65	2	9
2411	44	26	10
2412	49	30	11
2413	69	24	12
2414	87	7	13
2415	22	14	14
2416	83	23	15
2417	63	4	16
2418	79	3	17
2419	89	10	18
2420	96	29	19
2421	97	9	20
2422	90	22	21
2423	85	17	22
2424	64	21	23
2425	86	16	24
2426	77	28	1
2427	55	27	2
2428	57	8	3
2429	65	2	4
2430	14	6	5
2431	87	7	6
2432	56	15	7
2433	71	5	8
2434	44	26	9
2435	49	30	10
2436	63	4	11
2437	22	14	12
2438	84	26	13
2439	96	29	14
2440	79	3	15
2441	30	1	16
2442	83	23	17
2443	89	10	18
2444	69	24	19
2445	97	9	20
2446	85	17	21
2447	90	22	22
2448	86	16	23
2449	64	21	24
2450	14	6	1
2451	30	1	2
2452	77	28	3
2453	71	5	4
2454	55	27	5
2455	22	14	6
2456	57	8	7
2457	65	2	8
2458	87	7	9
2459	49	30	10
2460	84	26	11
2461	56	15	12
2462	44	26	13
2463	96	29	14
2464	97	9	15
2465	63	4	16
2466	79	3	17
2467	69	24	18
2468	83	23	19
2469	89	10	20
2470	85	17	21
2471	90	22	22
2472	64	21	23
2473	86	16	24
2474	14	6	1
2475	71	5	2
2476	30	1	3
2477	77	28	4
2478	49	30	5
2479	65	2	6
2480	55	27	7
2481	22	14	8
2482	84	25	9
2483	56	15	10
2484	44	26	11
2485	87	7	12
2486	57	8	13
2487	96	29	14
2488	63	4	15
2489	79	3	16
2490	83	23	17
2491	69	24	18
2492	89	10	19
2493	97	9	20
2494	85	17	21
2495	64	21	22
2496	90	22	23
2497	98	16	24
2498	14	6	1
2499	71	5	2
2500	30	1	3
2501	77	28	4
2502	56	15	5
2503	55	27	6
2504	65	2	7
2505	49	30	8
2506	57	8	9
2507	87	7	10
2508	22	14	11
2509	84	25	12
2510	96	29	13
2511	44	26	14
2512	63	4	15
2513	83	23	16
2514	97	9	17
2515	69	24	18
2516	99	3	19
2517	85	17	20
2518	89	10	21
2519	64	21	22
2520	90	22	23
2521	98	16	24
2522	14	6	1
2523	71	5	2
2524	30	1	3
2525	55	27	4
2526	77	28	5
2527	56	15	6
2528	65	2	7
2529	49	30	8
2530	44	26	9
2531	87	7	10
2532	22	14	11
2533	76	8	12
2534	88	25	13
2535	83	23	14
2536	96	29	15
2537	69	24	16
2538	79	3	17
2539	63	4	18
2540	81	9	19
2541	89	10	20
2542	64	21	21
2543	90	22	22
2544	85	17	23
2545	92	16	24
2546	30	1	1
2547	55	27	2
2548	57	8	3
2549	71	5	4
2550	77	28	5
2551	14	6	6
2552	56	15	7
2553	49	30	8
2554	65	2	9
2555	22	14	10
2556	44	26	11
2557	63	4	12
2558	88	25	13
2559	79	3	14
2560	81	9	15
2561	91	29	16
2562	83	23	17
2563	69	24	18
2564	89	10	19
2565	85	17	20
2566	64	21	21
2567	90	22	22
2568	92	16	23
2569	87	7	24
2570	71	5	1
2571	14	6	2
2572	30	1	3
2573	77	28	4
2574	55	27	5
2575	49	30	6
2576	22	14	7
2577	65	2	8
2578	56	15	9
2579	87	7	10
2580	84	25	11
2581	44	26	12
2582	81	9	13
2583	63	4	14
2584	69	24	15
2585	79	3	16
2586	83	23	17
2587	91	29	18
2588	89	10	19
2589	90	22	20
2590	64	21	21
2591	85	16	22
2592	92	16	23
2593	57	8	24
2594	102	2	1
2595	30	5	2
2596	55	27	3
2597	71	0	4
2598	49	30	5
2599	81	10	6
2600	91	29	7
2601	57	7	8
2602	50	6	9
2603	79	3	10
2604	104	9	11
2605	87	4	12
2606	100	20	13
2607	22	14	14
2608	94	23	15
2609	56	15	16
2610	77	28	17
2611	84	8	18
2612	44	26	19
2613	103	25	20
2614	65	12	21
2615	105	24	22
2616	106	19	23
2617	83	11	24
2618	92	34	25
2619	101	31	26
2620	102	2	1
2621	30	5	2
2622	71	0	3
2623	57	7	4
2624	77	28	5
2625	84	8	6
2626	78	27	7
2627	22	14	8
2628	104	9	9
2629	50	6	10
2630	49	30	11
2631	87	4	12
2632	81	10	13
2633	79	3	14
2634	105	24	15
2635	100	20	16
2636	94	23	17
2637	103	25	18
2638	91	29	19
2639	88	15	20
2640	106	19	21
2641	44	26	22
2642	65	12	23
2643	83	11	24
2644	101	31	25
2645	107	32	26
2646	102	2	1
2647	30	5	2
2648	77	28	3
2649	71	0	4
2650	109	6	5
2651	78	27	6
2652	49	30	7
2653	57	7	8
2654	79	3	9
2655	91	29	10
2656	81	10	11
2657	87	4	12
2658	84	8	13
2659	94	23	14
2660	105	24	15
2661	104	9	16
2662	103	25	17
2663	100	20	18
2664	44	26	19
2665	65	12	20
2666	110	15	21
2667	83	11	22
2668	106	19	23
2669	101	31	24
2670	92	34	25
2671	107	32	26
2672	108	33	27
2673	22	14	28
2674	30	5	1
2675	71	0	2
2676	57	7	3
2677	109	6	4
2678	22	14	5
2679	55	27	6
2680	77	28	7
2681	84	8	8
2682	14	2	9
2683	79	3	10
2684	87	4	11
2685	49	30	12
2686	56	15	13
2687	105	24	14
2688	81	10	15
2689	100	20	16
2690	106	19	17
2691	94	23	18
2692	44	26	19
2693	103	25	20
2694	104	9	21
2695	65	12	22
2696	70	11	23
2697	101	31	24
2698	92	34	25
2699	108	33	26
2700	30	5	1
2701	55	27	2
2702	77	28	3
2703	71	0	4
2704	14	2	5
2705	22	14	6
2706	57	7	7
2707	56	15	8
2708	79	3	9
2709	49	30	10
2710	81	10	11
2711	84	8	12
2712	87	4	13
2713	110	29	14
2714	94	23	15
2715	104	9	16
2716	65	12	17
2717	105	24	18
2718	44	26	19
2719	109	6	20
2720	100	20	21
2721	106	19	22
2722	70	11	23
2723	103	25	24
2724	101	31	25
2725	92	34	26
2726	71	0	1
2727	95	2	2
2728	30	5	3
2729	55	27	4
2730	77	28	5
2731	56	15	6
2732	22	14	7
2733	50	6	8
2734	57	7	9
2735	49	30	10
2736	110	29	11
2737	84	8	12
2738	44	26	13
2739	79	3	14
2740	103	25	15
2741	94	23	16
2742	87	4	17
2743	104	9	18
2744	65	12	19
2745	100	20	20
2746	105	24	21
2747	81	10	22
2748	70	11	23
2749	101	31	24
2750	106	19	25
2751	111	32	26
2752	71	0	1
2753	30	5	2
2754	77	28	3
2755	55	27	4
2756	57	7	5
2757	22	14	6
2758	14	2	7
2759	79	3	8
2760	84	8	9
2761	50	6	10
2762	87	4	11
2763	56	15	12
2764	49	30	13
2765	94	23	14
2766	44	26	15
2767	81	10	16
2768	105	24	17
2769	110	29	18
2770	70	11	19
2771	104	9	20
2772	65	12	21
2773	100	20	22
2774	103	25	23
2775	106	19	24
2776	101	31	25
2777	111	32	26
2778	77	28	1
2779	55	27	2
2780	71	0	3
2781	30	5	4
2782	79	3	5
2783	14	2	6
2784	87	4	7
2785	57	7	8
2786	49	30	9
2787	56	15	10
2788	22	14	11
2789	44	26	12
2790	84	8	13
2791	103	25	14
2792	65	12	15
2793	81	10	16
2794	104	9	17
2795	110	29	18
2796	50	6	19
2797	94	23	20
2798	70	11	21
2799	100	20	22
2800	105	24	23
2801	106	19	24
2802	101	31	25
2803	111	32	26
2804	30	5	1
2805	71	0	2
2806	14	2	3
2807	77	28	4
2808	79	3	5
2809	84	8	6
2810	56	15	7
2811	49	30	8
2812	44	26	9
2813	22	14	10
2814	87	4	11
2815	50	6	12
2816	55	27	13
2817	112	7	14
2818	94	23	15
2819	104	9	16
2820	110	29	17
2821	103	25	18
2822	81	10	19
2823	105	24	20
2824	100	20	21
2825	70	11	22
2826	101	31	23
2827	65	12	24
2828	106	19	25
2829	111	32	26
2830	22	14	1
2831	30	5	2
2832	71	0	3
2833	56	15	4
2834	55	27	5
2835	50	6	6
2836	14	2	7
2837	57	7	8
2838	49	30	9
2839	94	23	10
2840	77	28	11
2841	87	4	12
2842	84	8	13
2843	81	10	14
2844	110	29	15
2845	103	25	16
2846	44	26	17
2847	105	24	18
2848	112	19	19
2849	65	12	20
2850	101	31	21
2851	100	20	22
2852	79	3	23
2853	104	9	24
2854	111	32	25
2855	113	11	26
2856	55	27	1
2857	77	28	2
2858	71	0	3
2859	65	12	4
2860	14	2	5
2861	44	26	6
2862	57	7	7
2863	110	29	8
2864	56	15	9
2865	50	6	10
2866	49	30	11
2867	103	25	12
2868	70	11	13
2869	79	3	14
2870	84	8	15
2871	22	14	16
2872	81	10	17
2873	94	23	18
2874	104	9	19
2875	109	5	20
2876	87	4	21
2877	105	24	22
2878	114	19	23
2879	100	20	24
2880	111	32	25
2881	101	31	26
2882	77	28	1
2883	71	0	2
2884	14	2	3
2885	57	7	4
2886	55	27	5
2887	79	3	6
2888	84	8	7
2889	22	14	8
2890	49	30	9
2891	50	6	10
2892	104	9	11
2893	87	4	12
2894	56	15	13
2895	109	5	14
2896	44	26	15
2897	81	10	16
2898	110	29	17
2899	94	23	18
2900	105	24	19
2901	65	12	20
2902	103	25	21
2903	100	20	22
2904	114	19	23
2905	101	31	24
2906	113	11	25
2907	111	32	26
2908	30	5	1
2909	71	0	2
2910	95	2	3
2911	49	30	4
2912	22	14	5
2913	77	28	6
2914	65	25	7
2915	81	10	8
2916	57	7	9
2917	56	15	10
2918	44	26	11
2919	50	6	12
2920	79	3	13
2921	87	4	14
2922	84	8	15
2923	55	27	16
2924	94	23	17
2925	110	29	18
2926	104	9	19
2927	105	24	20
2928	70	12	21
2929	103	11	22
2930	100	20	23
2931	115	19	24
2932	101	31	25
2933	93	32	26
2934	30	5	1
2935	71	0	2
2936	49	30	3
2937	95	2	4
2938	65	6	5
2939	56	15	6
2940	55	27	7
2941	57	7	8
2942	84	8	9
2943	22	14	10
2944	77	28	11
2945	81	10	12
2946	87	4	13
2947	79	3	14
2948	109	29	15
2949	94	23	16
2950	70	12	17
2951	104	9	18
2952	44	26	19
2953	116	25	20
2954	105	24	21
2955	100	20	22
2956	115	19	23
2957	101	31	24
2958	63	11	25
2959	89	32	26
2960	95	2	1
2961	30	5	2
2962	71	0	3
2963	57	7	4
2964	22	14	5
2965	56	15	6
2966	65	6	7
2967	55	27	8
2968	84	8	9
2969	49	30	10
2970	77	28	11
2971	44	26	12
2972	87	4	13
2973	70	12	14
2974	79	3	15
2975	105	24	16
2976	109	29	17
2977	94	23	18
2978	104	9	19
2979	116	25	20
2980	81	10	21
2981	63	11	22
2982	115	19	23
2983	101	31	24
2984	98	20	25
2985	93	32	26
2986	18	22	1
2987	22	23	2
2988	20	15	3
2989	9	5	4
2990	3	16	5
2991	10	10	6
2992	13	3	7
2993	15	9	8
2994	8	4	9
2995	17	14	10
2996	2	6	11
2997	4	7	12
2998	6	17	13
2999	5	2	14
3000	1	1	15
3001	67	12	16
3002	12	8	17
3003	21	21	18
3004	16	20	19
3005	7	11	20
3006	18	22	1
3007	15	9	2
3008	20	15	3
3009	22	23	4
3010	10	10	5
3011	3	16	6
3012	17	14	7
3013	9	5	8
3014	8	4	9
3015	4	7	10
3016	2	5	11
3017	6	17	12
3018	1	1	13
3019	5	2	14
3020	7	11	15
3021	13	3	16
3022	12	8	17
3023	21	21	18
3024	16	20	19
3025	67	12	20
3026	20	15	1
3027	4	7	2
3028	17	14	3
3029	22	23	4
3030	18	22	5
3031	15	9	6
3032	3	16	7
3033	8	4	8
3034	1	1	9
3035	67	12	10
3036	2	6	11
3037	5	2	12
3038	13	3	13
3039	10	10	14
3040	6	17	15
3041	7	11	16
3042	12	8	17
3043	9	5	18
3044	16	20	19
3045	21	11	20
3046	15	9	1
3047	10	10	2
3048	20	15	3
3049	18	22	4
3050	1	1	5
3051	22	23	6
3052	4	7	7
3053	13	3	8
3054	3	16	9
3055	8	4	10
3056	5	2	11
3057	6	17	12
3058	9	5	13
3059	2	6	14
3060	12	8	15
3061	16	20	16
3062	67	12	17
3063	21	21	18
3064	17	14	19
3065	7	11	20
3066	18	22	1
3067	20	15	2
3068	22	23	3
3069	13	3	4
3070	17	14	5
3071	10	10	6
3072	15	9	7
3073	4	7	8
3074	3	16	9
3075	9	5	10
3076	6	17	11
3077	12	8	12
3078	2	6	13
3079	1	1	14
3080	67	12	15
3081	8	4	16
3082	7	11	17
3083	5	2	18
3084	16	20	19
3085	21	21	20
3086	18	22	1
3087	8	4	2
3088	22	23	3
3089	20	15	4
3090	13	3	5
3091	3	16	6
3092	5	2	7
3093	17	14	8
3094	4	7	9
3095	6	17	10
3096	67	12	11
3097	12	8	12
3098	21	21	13
3099	7	11	14
3100	16	20	15
3101	1	1	16
3102	2	6	17
3103	9	5	18
3104	15	9	19
3105	10	10	20
3106	20	15	1
3107	18	22	2
3108	22	23	3
3109	17	14	4
3110	15	9	5
3111	8	4	6
3112	13	3	7
3113	4	7	8
3114	3	16	9
3115	9	5	10
3116	2	6	11
3117	6	17	12
3118	10	10	13
3119	5	2	14
3120	16	20	15
3121	1	1	16
3122	12	8	17
3123	67	12	18
3124	21	21	19
3125	7	11	20
3126	20	15	1
3127	22	23	2
3128	17	14	3
3129	15	9	4
3130	6	17	5
3131	18	22	6
3132	3	16	7
3133	10	10	8
3134	8	4	9
3135	4	7	10
3136	13	3	11
3137	9	5	12
3138	5	2	13
3139	12	8	14
3140	2	6	15
3141	21	21	16
3142	7	11	17
3143	16	20	18
3144	1	1	19
3145	67	12	20
3146	17	14	1
3147	22	23	2
3148	18	22	3
3149	20	15	4
3150	1	1	5
3151	5	2	6
3152	16	20	7
3153	13	3	8
3154	8	4	9
3155	12	8	10
3156	2	6	11
3157	4	7	12
3158	6	17	13
3159	15	9	14
3160	3	16	15
3161	9	5	16
3162	67	12	17
3163	21	21	18
3164	10	10	19
3165	7	11	20
3166	4	7	1
3167	20	15	2
3168	17	14	3
3169	1	1	4
3170	3	16	5
3171	5	2	6
3172	8	4	7
3173	18	22	8
3174	6	17	9
3175	13	3	10
3176	67	12	11
3177	15	9	12
3178	22	23	13
3179	10	10	14
3180	12	8	15
3181	2	6	16
3182	21	21	17
3183	16	20	18
3184	9	5	19
3185	153	11	20
3186	1	1	1
3187	5	2	2
3188	22	23	3
3189	20	15	4
3190	18	22	5
3191	8	4	6
3192	3	16	7
3193	4	7	8
3194	17	14	9
3195	9	5	10
3196	2	6	11
3197	16	20	12
3198	10	10	13
3199	154	8	14
3200	67	12	15
3201	21	21	16
3202	6	17	17
3203	15	9	18
3204	153	11	19
3205	69	3	20
3206	21	21	1
3207	15	9	2
3208	2	6	3
3209	22	23	4
3210	9	5	5
3211	8	4	6
3212	10	10	7
3213	20	15	8
3214	17	14	9
3215	3	16	10
3216	16	20	11
3217	1	1	12
3218	4	7	13
